Tournament,PlayerID,Name,FName,Club,Lineup,Position,Price,Owned,Captained
1000694,3946037,Nunes,Gustavo,BRE,injured,midfielder,5,0.01,0.00
1000694,3946281,Chiesa,Federico,LIV,unexpected,midfielder,5.5,0.48,0.00
1000694,3947060,Matthews,Remi,CRY,unexpected,goalkeeper,4,0.11,0.00
1000694,3947465,Lacroix,Maxence,CRY,expected,defender,4.5,1.10,0.00
1000694,3947650,Ugarte,Manuel,MUN,unexpected,midfielder,4.5,0.63,0.00
1000694,3947663,Andre,Andre,WOL,expected,midfielder,4.5,0.23,0.00
1000694,3947674,Morato,Morato,NTG,unexpected,defender,4,0.27,0.00
1000694,3948113,Bogarde,Lamare,AV,possible,defender,4,0.13,0.00
1000694,3963752,Nwaneri,Ethan,ARS,unexpected,midfielder,6,0.92,0.00
1000694,3973402,Lewis-Skelly,Myles,ARS,unexpected,defender,5.5,9.99,0.02
1000694,4015014,Devenny,Justin,CRY,expected,midfielder,4.5,0.06,0.00
1000694,4015330,Kporha,Caleb,CRY,injured,defender,4,0.05,0.00
1000694,4033392,Maghoma,Paris,BRE,unexpected,midfielder,4.5,0.00,0.00
1000694,4034328,King,Joshua,FUL,expected,midfielder,4.5,0.38,0.00
1000694,4042029,Scarles,Oliver,WHU,unexpected,defender,4,0.09,0.00
1000694,4049941,Acheampong,Josh,CHE,unexpected,defender,4.5,0.07,0.00
1000694,4050503,Gomez,Diego,BHA,unexpected,midfielder,4.5,0.12,0.00
1000694,4050504,Kinsky,Antonin,TOT,unexpected,goalkeeper,4.5,0.24,0.00
1000694,4051799,Agbadou,Emmanuel,WOL,expected,defender,4.5,0.20,0.00
1000694,4054387,Dennis,Will,BOU,unexpected,goalkeeper,4,0.10,0.00
1000694,4054393,Soler,Julio,BOU,unexpected,defender,4.5,0.02,0.00
1000694,4054663,Malen,Donyell,AV,expected,midfielder,6.5,1.16,0.01
1000694,4056075,Rodney,Kaden,CRY,unexpected,midfielder,4.5,0.02,0.00
1000694,4057260,O’Reilly,Nico,MCI,unexpected,midfielder,5.5,0.23,0.00
1000694,4057906,Esse,Romain,CRY,unexpected,midfielder,5,0.07,0.00
1000694,4058256,George,Tyrique,CHE,unexpected,midfielder,5,0.01,0.00
1000694,4058397,Khusanov,Abduqodir,MCI,unexpected,defender,5,0.11,0.00
1000694,4059073,Marmoush,Omar,MCI,injured,forward,8,6.04,0.28
1000694,4060760,Garcia,Andres,AV,injured,defender,4.5,0.03,0.00
1000694,4068230,Scarlett,Dane,TOT,unexpected,forward,5,0.16,0.00
1000694,4068254,Kayode,Michael,BRE,expected,defender,4.5,0.25,0.00
1000694,4069391,Danso,Kevin,TOT,possible,defender,4.5,0.12,0.00
1000694,4070128,Gonzalez,Nico,MCI,possible,midfielder,5,0.05,0.00
1000694,4070205,Munetsi,Marshall,WOL,expected,midfielder,5,0.27,0.00
1000694,4072114,Dorgu,Patrick,MUN,expected,defender,4.5,3.90,0.02
1000694,4072115,Tel,Mathys,TOT,unexpected,midfielder,6,1.56,0.00
1000694,4083701,Obi-Martin,Chidozie,MUN,unexpected,forward,5,0.44,0.00
1000694,4101873,Akinmboni,Matai,BOU,unexpected,defender,4,0.07,0.00
1000694,4111078,Heaven,Ayden,MUN,unexpected,defender,4,0.94,0.00
1000694,4169942,Fredricson,Tyler,MUN,unexpected,defender,4,0.03,0.00
1000694,4293350,Mamardashvili,Giorgi,LIV,unexpected,goalkeeper,5.5,2.48,0.01
1000694,4293351,Pecsi,Armin,LIV,unexpected,goalkeeper,4.5,0.03,0.00
1000694,4293352,Woodman,Freddie,LIV,unexpected,goalkeeper,4,0.12,0.00
1000694,4293353,Ramsay,Calvin,LIV,unexpected,defender,4.5,0.05,0.00
1000694,4293354,Frimpong,Jeremie,LIV,unexpected,defender,6,26.74,0.29
1000694,4293356,Wirtz,Florian,LIV,expected,midfielder,9,23.46,2.39
1000694,4293358,Reijnders,Tijjani,MCI,expected,midfielder,6.1,9.07,0.15
1000694,4293359,Cherki,Rayan,MCI,injured,midfielder,7,3.29,0.08
1000694,4293360,Slonina,Gabriel,CHE,unexpected,goalkeeper,4.5,0.03,0.00
1000694,4293363,Essugo,Dario,CHE,injured,midfielder,4.5,0.02,0.00
1000694,4293364,Estevao,Estevao,CHE,expected,midfielder,6,1.81,0.02
1000694,4293366,Gillespie,Mark,NEW,unexpected,goalkeeper,4,0.19,0.00
1000694,4293368,Leon,Diego,MUN,unexpected,defender,4,0.29,0.00
1000694,4293377,Coppola,Diego,BHA,unexpected,defender,4.5,0.04,0.00
1000694,4293378,Boscagli,Olivier,BHA,unexpected,defender,4.5,0.03,0.00
1000694,4293379,Watson,Tom,BHA,unexpected,midfielder,4.5,0.07,0.00
1000694,4293380,Tzimas,Stefanos,BHA,unexpected,forward,5,0.33,0.00
1000694,4293381,Kostoulas,Charalambos,BHA,unexpected,midfielder,5,0.05,0.00
1000694,4293382,Truffert,Adrien,BOU,expected,defender,4.5,0.70,0.00
1000694,4293383,Kroupi,Eli Junior,BOU,unexpected,forward,5,0.37,0.00
1000694,4293384,Tyrer,Harry,EVE,unexpected,goalkeeper,4,0.14,0.00
1000694,4293385,Kante,Mohamadou,WHU,unexpected,midfielder,4.5,0.09,0.00
1000694,4293386,Benitez,Walter,CRY,unexpected,goalkeeper,4.5,0.11,0.00
1000694,4293388,Cox,Matthew,BRE,unexpected,goalkeeper,4,0.09,0.00
1000694,4293389,Balcombe,Ellery,BRE,unexpected,goalkeeper,4,0.05,0.00
1000694,4293390,Peart-Harris,Myles,BRE,unexpected,midfielder,4.5,0.02,0.00
1000694,4293391,Donovan,Romelle,BRE,unexpected,midfielder,4.5,0.03,0.00
1000694,4293392,Milambo,Antoni,BRE,unexpected,midfielder,5.5,1.05,0.00
1000694,4293393,Chirewa,Tawanda,WOL,unexpected,midfielder,4.5,0.06,0.00
1000694,4293394,Lopez,Fernando,WOL,unexpected,midfielder,5,0.04,0.00
1000694,4293395,Fraser,Nathan,WOL,unexpected,forward,5,0.19,0.00
1000694,4293396,Weiss,Max,BUR,unexpected,goalkeeper,4,3.13,0.00
1000694,4293398,Hladky,Vaclav,BUR,unexpected,goalkeeper,4,0.32,0.00
1000694,4293399,Hartman,Quilindschy,BUR,expected,defender,4.5,0.07,0.00
1000694,4293400,Humphreys,Bashir,BUR,unexpected,defender,4,0.22,0.00
1000694,4293401,Pires,Lucas,BUR,unexpected,defender,4,0.09,0.00
1000694,4293403,Roberts,Connor,BUR,unexpected,defender,4.5,0.04,0.00
1000694,4293404,Sonne,Oliver,BUR,unexpected,defender,4,0.05,0.00
1000694,4293406,Laurent,Josh,BUR,possible,midfielder,4.5,0.23,0.00
1000694,4293408,Banel,Jaydon,BUR,unexpected,midfielder,4.5,0.02,0.00
1000694,4293409,Edwards,Marcus,BUR,unexpected,midfielder,5,0.42,0.00
1000694,4293410,Tchaouna,Loum,BUR,possible,midfielder,5,0.02,0.00
1000694,4293411,Flemming,Zian,BUR,unexpected,forward,6,3.15,0.00
1000694,4293414,Barnes,Ashley,BUR,unexpected,forward,5,0.43,0.00
1000694,4293415,Meslier,Illan,LEE,unexpected,goalkeeper,4.5,0.51,0.00
1000694,4293416,Darlow,Karl,LEE,expected,goalkeeper,4,3.46,0.00
1000694,4293417,Cairns,Alex,LEE,unexpected,goalkeeper,4,0.31,0.00
1000694,4293418,Nmecha,Lukas,LEE,expected,forward,5,0.62,0.00
1000694,4293419,Bornauw,Sebastiaan,LEE,unexpected,defender,4.5,0.05,0.00
1000694,4293420,Bijol,Jaka,LEE,unexpected,defender,4.5,0.09,0.00
1000694,4293421,Ampadu,Ethan,LEE,unexpected,defender,4.5,0.28,0.02
1000694,4293422,Struijk,Pascal,LEE,expected,defender,4.5,0.34,0.00
1000694,4293423,Rodon,Joe,LEE,expected,defender,4.5,0.47,0.00
1000694,4293425,Bogle,Jayden,LEE,expected,defender,4.4,0.48,0.00
1000694,4293427,Tanaka,Ao,LEE,unexpected,midfielder,4.5,0.48,0.00
1000694,4293428,Gruev,Ilia,LEE,expected,midfielder,4.5,0.06,0.00
1000694,4293431,Aaronson,Brenden,LEE,possible,midfielder,5.5,2.37,0.00
1000694,4293433,Gnonto,Degnand,LEE,expected,midfielder,5.5,2.89,0.00
1000694,4293434,James,Daniel,LEE,expected,midfielder,6,4.62,0.01
1000694,4293435,Harrison,Jack,LEE,unexpected,midfielder,5,0.05,0.00
1000694,4293436,Piroe,Joel,LEE,possible,forward,6,9.66,0.01
1000694,4293441,Patterson,Anthony,SUN,unexpected,goalkeeper,4.5,0.24,0.00
1000694,4293442,Nna Noukeu,Blondy,SUN,unexpected,goalkeeper,4,0.34,0.00
1000694,4293443,Moore,Simon,SUN,unexpected,goalkeeper,4,0.80,0.00
1000694,4293444,Ballard,Daniel,SUN,injured,defender,4.1,2.55,0.01
1000694,4293446,O'Nien,Luke,SUN,unexpected,defender,4,0.30,0.00
1000694,4293447,Alese,Aji,SUN,injured,defender,4,0.12,0.00
1000694,4293448,Anderson,Joe,SUN,unexpected,defender,4,0.24,0.00
1000694,4293449,Cirkin,Dennis,SUN,unexpected,defender,4.5,0.01,0.00
1000694,4293450,Hjelde,Leo,SUN,unexpected,defender,4,0.06,0.00
1000694,4293451,Hume,Trai,SUN,expected,defender,4.5,0.26,0.00
1000694,4293452,Pembele,Timothy,SUN,unexpected,defender,4,0.19,0.00
1000694,4293456,Diarra,Habib,SUN,expected,midfielder,5,0.52,0.00
1000694,4293457,Le Fee,Enzo,SUN,expected,midfielder,4.5,0.90,0.00
1000694,4293458,Neil,Dan,SUN,unexpected,midfielder,5,0.07,0.00
1000694,4293461,Matete,Jay,SUN,unexpected,midfielder,4.5,0.16,0.00
1000694,4293462,Ba,Abdoullah,SUN,unexpected,midfielder,4.5,0.08,0.00
1000694,4293463,Rigg,Chris,SUN,unexpected,midfielder,5,0.03,0.00
1000694,4293465,Mundle,Romaine,SUN,injured,midfielder,5,0.02,0.00
1000694,4293467,Poveda,Ian,SUN,unexpected,midfielder,4.5,0.04,0.00
1000694,4293468,Mayenda,Eliezer,SUN,expected,forward,6,8.90,0.02
1000694,4293469,Isidor,WIlson,SUN,unexpected,forward,5.5,1.54,0.00
1000694,4293471,Abdullahi,Ahmed,SUN,unexpected,forward,5,0.26,0.00
1000694,4297973,Zubimendi,Martin,ARS,expected,midfielder,5,1.12,0.02
1000694,4297974,Sadiki,Noah,SUN,expected,midfielder,4.5,0.59,0.00
1000694,4297975,Bynoe-Gittens,Jamie,CHE,expected,midfielder,6,2.92,0.00
1000694,4297976,Jesus,Igor,NTG,unexpected,forward,6,2.20,0.00
1000694,4297977,De Cuyper,Maxim,BHA,expected,defender,4.5,3.30,0.00
1000694,4297978,Gudmundsson,Gabriel,LEE,expected,defender,4.4,0.52,0.00
1000694,4297979,Mandava,Reinildo,SUN,expected,defender,4,2.57,0.00
1000694,4297981,Takai,Kota,TOT,unexpected,defender,4,0.74,0.01
1000694,4307735,Talbi,Chemsdine,SUN,expected,midfielder,5,0.18,0.00
1000694,4307736,Barry,Thierno,EVE,possible,forward,6,2.21,0.00
1000694,4307737,Sosa,Borna,CRY,unexpected,defender,4.5,0.05,0.00
1000694,4307738,Cunha,Jair,NTG,possible,defender,4.5,0.12,0.00
1000694,4307739,Bruun Larsen,Jacob,BUR,expected,midfielder,5,0.04,0.00
1000694,4307740,Henderson,Jordan,BRE,expected,midfielder,4.5,1.65,0.01
1000694,4307741,Bizot,Marco,AV,unexpected,goalkeeper,4.5,0.49,0.00
1000694,4307742,Diouf,El Hadji,WHU,expected,defender,4.5,3.53,0.00
1000694,4316723,Arias,Jhon,WOL,expected,midfielder,6,1.91,0.00
1000694,4317775,Stach,Anton,LEE,expected,midfielder,4.5,1.23,0.01
1000694,4322253,Ekitike,Hugo,LIV,expected,forward,8.5,15.60,1.60
1000694,4323283,Mosquera,Cristhian,ARS,expected,defender,5.5,0.27,0.00
1000694,4329251,Lecomte,Benjamin,FUL,unexpected,goalkeeper,4,2.34,0.00
1000694,4329252,Perri,Lucas,LEE,unexpected,goalkeeper,4.5,0.89,0.00
1000694,4329253,Gyokeres,Viktor,ARS,expected,forward,9,14.12,1.77
1000694,4330835,Aznou,Adam,EVE,injured,defender,4,1.86,0.00
1000694,4332524,Xhaka,Granit,SUN,expected,midfielder,5,1.04,0.03
1000694,4332525,Ndoye,Dan,NTG,expected,midfielder,6.5,1.15,0.03
1000694,4338689,Roefs,Robin,SUN,expected,goalkeeper,4.5,0.72,0.00
1000694,4338690,Wilson,Callum,WHU,expected,forward,5.5,0.42,0.00
1000694,4338691,Wolfe,David ,WOL,expected,defender,4.5,0.08,0.00
1000694,4338692,Hato,Jorrel,CHE,unexpected,defender,5,0.11,0.00
1000694,4338693,Palhinha,Joao,TOT,expected,midfielder,4.5,2.83,0.01
1000694,4340419,Ngumoha,Rio,LIV,unexpected,midfielder,5,0.04,0.00
1000694,4341209,Gunn,Angus,NTG,unexpected,goalkeeper,4.5,0.09,0.00
1000694,4348599,Guessand,Evann,AV,unexpected,forward,6.5,0.09,0.00
1000694,4348748,Masuaku,Arthur,SUN,unexpected,defender,4,0.43,0.00
1000694,4348880,Sesko,Benjamin,MUN,possible,forward,7.5,2.87,0.12
1000694,4349234,Potts,Freddie,WHU,unexpected,midfielder,4.5,0.88,0.00
1000694,4352111,Alderete,Omar,SUN,expected,defender,4,1.02,0.00
1000694,4352112,Thiaw,Malick,NEW,unexpected,defender,5,0.10,0.00
1000694,4352383,Diakite,Bafode,BOU,expected,defender,4.5,0.11,0.00
1000694,4353622,Keane,Michael,EVE,expected,defender,4.5,0.18,0.00
1000694,4355523,Nyoni,Trey,LIV,unexpected,midfielder,4.5,0.00,0.00
1000694,4356042,Calvert-Lewin,Dominic,LEE,unexpected,forward,5.5,0.00,0.00
1000694,4356780,Cairney,Tom,FUL,unexpected,midfielder,4.5,0.01,0.00
1000694,4362455,Mukiele,Nordi,SUN,expected,defender,4.5,0.00,0.00
1000694,4363308,Kalimuendo,Arnaud,NTG,unexpected,forward,6.5,0.00,0.00
1000694,4363540,Byram,Sam,LEE,unexpected,defender,4.5,0.00,0.00
1000694,4364815,Tchatchoua,Jackson,WOL,expected,defender,4.5,0.00,0.00
1000694,4368737,Leoni,Giovanni,LIV,unexpected,defender,5,0.00,0.00
1000694,4370219,Adli,Amine,BOU,possible,midfielder,6,0.00,0.00
1000694,4370441,Okafor,Noah,LEE,unexpected,midfielder,5.5,0.00,0.00
1000694,4370994,Luiz,Douglas,NTG,possible,midfielder,5,0.00,0.00
1000694,4372993,Dowman,Max,ARS,unexpected,midfielder,5,0.00,0.00
1000694,4380426,Krejci,Ladislav,WOL,unexpected,defender,4.5,0.00,0.00
1000694,4381237,Pino,Yeremy,CRY,expected,midfielder,6,0.00,0.00
1000694,4381238,Simons,Xavi,TOT,possible,midfielder,6.5,0.00,0.00
1000694,4383875,Burrowes,Bradley-Paul,AV,unexpected,midfielder,4.5,0.00,0.00
1000694,4386444,Magassa,Soungoutou,WHU,unexpected,midfielder,4.5,0.00,0.00
1000694,4386445,Savona ,Nicolo,NTG,expected,defender,5,0.00,0.00
1000694,4386446,Woltemade,Nick,NEW,expected,forward,7,0.00,0.00
1000694,4386447,Victor,John,NTG,unexpected,goalkeeper,5,0.00,0.00
1000694,4386929,Hincapie,Piero,ARS,unexpected,defender,6,0.00,0.00
1000694,4386934,Bakwa,Dilane,NTG,unexpected,midfielder,6,0.00,0.00
1000694,4386935,Chukwueze,Samuel,FUL,unexpected,midfielder,5,0.00,0.00
1000694,4386936,Kevin,Kevin,FUL,unexpected,midfielder,6,0.00,0.00
1000694,4386938,Jimenez,Alex,BOU,unexpected,defender,4.5,0.00,0.00
1000694,4386939,Milosavljevic,Veljko,BOU,unexpected,defender,4,0.00,0.00
1000694,4386946,Canvot,Jaydee,CRY,unexpected,defender,4,0.00,0.00
1000694,4386947,Geertruida,Lutsharel,SUN,possible,defender,4.5,0.00,0.00
1000694,4386948,Brobbey,Brian,SUN,possible,forward,6.5,0.00,0.00
1000694,4386949,Uche,Christantus,CRY,unexpected,forward,5,0.00,0.00
1000694,4386952,Lindelof,Victor,AV,unexpected,defender,4.5,0.00,0.00
1000694,4386953,Rohl,Merlin,EVE,unexpected,midfielder,5,0.00,0.00
1000694,4386956,Arokodare,Tolu,WOL,unexpected,forward,6,0.00,0.00
1000694,4386959,Kolo Muani,Randal,TOT,unexpected,forward,6.5,0.00,0.00
1000694,4386960,Florentino,Florentino,BUR,possible,midfielder,4.5,0.00,0.00
1000694,4386967,Lammens,Senne,MUN,expected,goalkeeper,4.5,0.00,0.00
1000694,4386989,Traore,Bertrand,SUN,unexpected,midfielder,5,0.00,0.00
1000694,4387246,Kusi-Asare,Jonah,FUL,unexpected,forward,5,0.00,0.00
1000694,4387247,Donnarumma,Gianluigi,MCI,expected,goalkeeper,6,0.00,0.00
1000694,4394446,Fabianski,Lukasz,WHU,unexpected,goalkeeper,4,0.00,0.00
